DATAFLOW,FREQ: Frequency,INDICATOR: Indicator,GEO_PICT: Pacific Island Countries and territories,SEX: Sex,AGE: Age,URBANIZATION: Urbanization,INCOME: Income,EDUCATION: Education level,OCCUPATION: Occupation,COMPOSITE_BREAKDOWN: Composite breakdown,DISABILITY: Disability,TIME_PERIOD: Time,OBS_VALUE,UNIT_MEASURE: Unit of measure,REPORTING_TYPE: Reporting type,NATURE: Nature,DATA_SOURCE: Data source,OBS_STATUS: Observation Status,OBS_COMMENT: Comment
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2010,59.2,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2011,54.3,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2012,54.7,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2013,64.2,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2014,66.5,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,60.9,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,66.35,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2017,75.57,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2018,77.7,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,SB: Solomon Islands,M: Male,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,83.22,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_GPI: 4.5.1 Gender parity index for achievement,VU: Vanuatu,_T: Total,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,124,INDEX: index,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_CMPTR: 4.a.1 Schools with access to computers for pedagogical purposes,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2015,0,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_CMPTR: 4.a.1 Schools with access to computers for pedagogical purposes,SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2018,0,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_DISAB: 4.a.1 Schools with access to adapted infrastructure and materials for students with disabilities,TO: Tonga,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2020,11.54,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TO: Tonga,F: Female,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,84,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TO: Tonga,F: Female,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,86,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,2330: Secondary Education Teachers,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2015,100,INDEX: index,N: National,C: Country Data,Niue Education Department - GPI Lower secondary trained teachers,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,MH: Marshall Islands,F: Female,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,36,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,MH: Marshall Islands,F: Female,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,57,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,FJ: Fiji,M: Male,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2014,104,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,101,INDEX: index,G: Global,C: Country Data,"UNESCO Institute of Statistics, CPI Participation in early learning",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,101,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_PTNPRE: 4.5.1 Gender parity index for participation rate in organised learning (one year before the official primary entry age),SB: Solomon Islands,_T: Total,_T: All ages,_T: National,_T: Total,01: Early childhood educational development,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,104,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2017,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2018,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,WS: Samoa,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_UPPER: Institution: Upper Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,CK: Cook Islands,F: Female,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,54,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,CK: Cook Islands,F: Female,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,75,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_DISAB: 4.a.1 Schools with access to adapted infrastructure and materials for students with disabilities,TK: Tokelau,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2020,0,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,CK: Cook Islands,F: Female,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,78,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,CK: Cook Islands,F: Female,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,84,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_CMPTR: 4.a.1 Schools with access to computers for pedagogical purposes,KI: Kiribati,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,PRIMARY_ALL: Institution: Primary School,_T: No breakdown by disability,2020,19.59,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,VU: Vanuatu,_T: Total,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),2330: Secondary Education Teachers,_Z: Not applicable,_T: No breakdown by disability,2016,96,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GPI_TCAQ: 4.5.1 Gender parity index of trained teachers,VU: Vanuatu,_T: Total,_T: All ages,_T: National,_T: Total,2-3: Secondary education (lower and upper secondary education),2330: Secondary Education Teachers,_Z: Not applicable,_T: No breakdown by disability,2017,97,INDEX: index,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,39.6,PERCENT: percent,N: National,C: Country Data,UNESCO Institute for Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,63.5,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,68.8,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,60.48,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,NU: Niue,F: Female,_T: All ages,_T: National,_T: Total,2: Lower secondary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,50,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_SANIT: 4.a.1 Schools with access to single-sex basic sanitation,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,64.9,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2012,69,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,79,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,MH: Marshall Islands,_T: Total,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,85,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,FM: Micronesia (Federated States of),F: Female,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,86,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,FM: Micronesia (Federated States of),F: Female,_T: All ages,_T: National,_T: Total,1_g5: Primary education (Grade 5),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,92,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2013,97.4,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2014,94.1,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2015,94.7,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,99.1,PERCENT: percent,N: National,C: Country Data,"Cook Islands, Ministry of Education.",,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,98.4,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_PRE_PARTN: 4.2.2 Participation rate in organised learning,CK: Cook Islands,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,92.73,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,KI: Kiribati,M: Male,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,64,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,KI: Kiribati,M: Male,_T: All ages,_T: National,_T: Total,1_y6: Primary education (Year 6),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,78,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TK: Tokelau,F: Female,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2016,63.6,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TK: Tokelau,F: Female,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2019,46.7,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_GC_TCAQ: 4.c.1 Trained teachers,TK: Tokelau,F: Female,_T: All ages,_T: National,_T: Total,1: Primary education,_T: All occupations,_Z: Not applicable,_T: No breakdown by disability,2020,46.67,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,PW: Palau,M: Male,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,94,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,PW: Palau,M: Male,_T: All ages,_T: National,_T: Total,1_g7: Primary education (Grade 7),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,98,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TO: Tonga,_T: Total,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,79,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TO: Tonga,_T: Total,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,82,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TO: Tonga,F: Female,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,63,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,TO: Tonga,F: Female,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,72,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_ELECT: 4.a.1 Schools with access to electricity,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_ELECT: 4.a.1 Schools with access to electricity,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_ELECT: 4.a.1 Schools with access to electricity,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2019,18.2,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_ACS_ELECT: 4.a.1 Schools with access to electricity,TV: Tuvalu,_T: Total,_T: All ages,_T: National,_T: Total,_T: All education levels,_T: All occupations,SECONDARY_LOWER: Institution: Lower Secondary School,_T: No breakdown by disability,2020,100,PERCENT: percent,G: Global,C: Country Data,UNESCO Institute of Statistics,,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2012,54,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2015,49,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,NU: Niue,_T: Total,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_LTRCY: Skill: Minimum proficiency in literacy,_T: No breakdown by disability,2018,50,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,WS: Samoa,M: Male,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2015,78,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
SPC:DF_SDG_04(3.0),A: Annual,SE_TOT_PRFL: 4.1.1 Minimum proficiency level,WS: Samoa,M: Male,_T: All ages,_T: National,_T: Total,1_y4: Primary education (Year 4),_T: All occupations,SKILL_MIN_NMRCY: Skill: Minimum proficiency in numeracy,_T: No breakdown by disability,2018,65,PERCENT: percent,R: Regional,C: Country Data,"Pacific Islands Literacy and Numeracy Assessment (PILNA). ",,
